iteration,duration,loss,accuracy,start,game,winner
98,50.897,0.5782749337337546,0.5629244602951777,[1 7],7114477440011222200003344332255775533882266558888666644668833005511667766113333555544887733628855227700777782110084223440402,1
99,51.026,0.9975967712491386,0.3835603445005122,[1 8],8114422220044882244000055113333887733777755776633666655664411002288001111661177003355008888555533115588330866778455452,2
100,45.414,1.5021089067314186,0.40492089388018365,[2 0],0003333117777223355115522778855444411888877004488660066662266881166443344665577440088005533002833237828450676355585661,-1
101,53.712,1.2070117796686202,0.34742193724627235,[2 1],111552288335500003300881144224455112277337711887722220011666677002266888800447788223333886633661177444482531070534066064656232,-1
102,44.574,0.8589386762482581,0.5619949159616041,[2 2],20066660044446611114400882233331155885511337777553366770022448888778866227711774422112255441100005555003388445528034,1
103,49.685,0.588498978016109,0.5639298857988391,[2 3],32211003300664466335544552255881144886611888877885577773388333344440055553366774477556622666600220002742222482658068,1
104,50.129,1.4716712701994763,0.54755852335243,[2 4],42288448833223366003377007744771111886666110011555566552255330044116622220000881144557733440022777722651170558855044548082,2
105,44.533,0.5942557622564056,0.5638160640437075,[2 5],522660033663388550000884466773377774455448822110011112288116655778866661155664477555533335511331144443344122,1
106,44.579,0.560975244586901,0.5639678263838829,[2 6],6225533006655112211008866443388003344557788447777331177554400115588227711444422224466770055550077660041136633572,1
107,46.862,0.5609792753220182,0.5639867966764047,[2 7],7221144007711000044445511332255333377556633668866118888228855777700660022338811774477880035220055884482446666750,1
108,52.741,1.5262168229969975,0.5638919452137952,[2 8],88833334422004488664466002211661155005533771177775522773300881144556677223366663388224433531122507744726688440011006322203,2
109,46.427,1.5393353264759673,0.5632659255605721,[3 0],033666655445500667700777711334444111155882233228811888877226622000088553377660011661144774400443311263055556755273,2
110,55.193,0.9654265922485492,0.3858557498956634,[3 1],1337788881155117755558800774433006666440044668822662222445577112200336611114411885544777700550000135566772288784422734444821526532,2
111,61.981,0.5838815333162792,0.3825169784118071,[3 2],233002244008833446688226644777766770077118811116655551155885544336622001177335522113388660033331122888800550000666634557488727844453611422,2
112,48.273,1.5119228187009481,0.384869294684524,[3 3],355777755334444556677006644000011110022224411228811886688887722558800774488447788551144661155443311773377113300338833266,1
113,46.188,1.2079170777907937,0.541848465303335,[3 4],43311221100882200005511445588887744777722226688663366665577003377881166227755224400446611885566002255550011553711384,1
114,39.794,0.5935305248435115,0.5616724209887316,[3 5],533220022770055444477551133111144007722664488116666888855880066773300887711886622110044660000157,1
115,43.292,0.564579760641017,0.563512539363357,[3 6],63355446677111144770066550000334422552222117788118888223388556688332200774444001122777766441100448844362,1
116,46.71,1.5310397035959467,0.5586751147702698,[3 7],7331177001122004422440033887711554488225555884466886666336655775533334477880077661111660000667722332222777740228888530,2
117,51.35,0.5560279614908814,0.5610843419205525,[3 8],833772255882222777755554477112266446633668888118844880055110011115522887700444422440022006600885577443411773622116666703,1
118,49.813,1.47877623795528,0.4974769510945859,[4 0],0447722002233225533000066333388884466665577778811771155114488228833110033775522773355887766222211226600550011334700785,2
119,36.897,0.7149849707572979,0.38359828508555605,[4 1],1440011550055330033332255222244666622776677113388887755884422116688117788007733111000870045156,2
120,46.062,0.5624065146887284,0.3834085821603369,[4 2],2446600005566225500441155881188886611778877773322333300336655114477668855552288445533448822664433880022221122001111308,2
121,44.476,0.5701010464656938,0.3824031566566756,[4 3],3336666445566775511331155004477007722220022111188228888557788334400668844441122332255448811008800117300500,2
122,52.558,0.5580096552884954,0.382327275486588,[4 4],455775533773333887766885566440088441100111166002222662233221155881177771144227722443344861122004477000055550133130365446285152,2
123,47.591,1.5041929405042325,0.38331373069772734,[4 5],544885588664411116666221100008822553333002277667711773355772288440033224477001144336633446600665566888810555528078743875773137,-1
124,41.682,0.7526375870781278,0.5232386083393405,[4 6],6668800445511001122225544228888660033113333558877227777667744334411552266557733770077883366338844771177514444081,1
125,47.284,1.3887382863624587,0.3957772128846227,[4 7],74455558833888811553377332277112211004400006666226600776688554422331111886611443300333344448800220011777755772085005525156,2
126,47.638,0.5806755293337998,0.382327275486588,[4 8],84411227788001111662266777733224400006688331155005555334477663377228866117744552211882222002255110044446644223650771144308,2
127,42.118,0.558991883192623,0.38219448343893464,[5 0],0553333777700774444331166661100664411552222442200888877883388558811335511884466332288660000111148003340402,2
128,51.2,0.5541767703987656,0.38209963197632507,[5 1],15522331122883388225544116644668844337766777700773300006600444488556655550055771100335533224422117722778622661183436331358,2
129,52.22,1.5460106404806684,0.3822893349015442,[5 2],2557722773333224477551111441133000055660066440088886666880044884433883355444422002233446588221177771165337780115555018744570,1
130,45.102,0.5581315237488432,0.38209963197632507,[5 3],35500227733220000112211116688554477666644448833778800886677446611334422662222338822551188114055663311771108488,2
131,44.979,0.5566177612210842,0.3821375725613689,[5 4],4447755337722664411116633115577330022220000668811888877448844008800556666221133661122771177886677770588532,2
133,41.085,0.5567910500292452,0.3822893349015442,[5 6],655222266002211000033336611114455443388118888774477227755773344884400441133008866662255885511553355020,2
134,42.218,0.5550884867516701,0.382327275486588,[5 7],777005500003377223322551122663311116666441144446688448888330077667788008811771155445522774400442244782,2
135,43.868,0.5551401316063752,0.3823462457791099,[5 8],8556666111188880000110077773355336644884444771122332222005544008833115500663388668877002266227722881177567,2
136,51.455,1.5411874919948951,0.38225139431650035,[6 0],000886644448822005566338855332244227733777755441166111122113355007700223300667722662288771177445033115333446884701142536,1
137,46.336,1.5439020447767693,0.3821375725613689,[6 1],11144446677440011330033332211225555007766552277338800888822885544775588443355116644553311556600004411006666336682442266222023448,1
138,42.443,0.5610811485059456,0.3823462457791099,[6 2],266443300554422003355002233331144776677115511885588887744117700004444882244663322116655227733445566812,2
139,46.667,0.5542388085156312,0.3823462457791099,[6 3],36611554455883311114488110088003300556644776622223322777700778855228844338888667711337744117755112200001722642,2
140,45.691,1.5343033943725244,0.38225139431650035,[6 4],444002200112255554411663322661133007755773388887788558833447766221100665533331177008844550000442288118802324221586821114,-1
141,41.991,1.5452565925454498,0.38219448343893464,[6 5],566002255332244004466335588882211884411330011557722773377881166770077443366885511110066112233883332887266462,1
142,47.578,0.5537835149540262,0.38217551314641274,[6 6],644774422225555667700668855880000551100111177883344333322441122008866227777223388776600773377553355445570228822126,2
143,41.749,0.5674601385759681,0.3823652160716318,[6 7],766117733114455444422225533771122338866888855000088007700113333662266660022006644115522887755557777843,2
144,54.705,1.5398679140027116,0.38225139431650035,[6 8],86622228833220033330011661111880077771155334400554477555588446644227766002211225511008822444488773388114411772230674265085568870785257,-1
145,49.923,1.5392771051026162,0.38219448343893464,[7 0],00088224455225511881144777744442277668866116655330033332200556633112288778844667755441133443377221155550044001111002236222644866,1
147,41.207,0.5638519501303179,0.382327275486588,[7 2],222443300775500335544221155771144881188338800226666440066336600552277337777008855117788887744110011632,2
148,43.568,0.5537132443993642,0.382327275486588,[7 3],377220033110011332222447744004455115555662266661188886688776644334488112255441144227788228855007755771700553000802,2
149,50.513,0.5547600116516773,0.3823462457791099,[7 4],477000033331100666644335577111155445522226688662288885500444488773322116600112255556633778833008822440055336277646,2
150,46.623,1.5415546322021596,0.38217551314641274,[7 5],5550000771100221122554422666611444477660033668811883333558877882244331155334488446622006644004411777722773377408,1
151,44.89,0.5641230010021746,0.3823652160716318,[7 6],6775566004400002244225555772266334433331111005588883388114411330033668822118866227777337711551177885533552746550166412,2
152,43.827,0.5527027257051381,0.3823652160716318,[7 7],700110077553311888833558844115544334422882222660066662211446633774488552255773333000044005500224444716611227656864,2
153,42.522,1.542188130639726,0.382327275486588,[7 8],888333377444433008811000022227711114422554455551166665566336688770011220055886622334488446644053322157733150,1
154,44.449,0.5564367762620774,0.3823462457791099,[8 0],0883300332266887722224466664400773344776655552211551111881177550044331100661122001144885544445566774428886588457700200,2
155,50.976,1.5484751042101919,0.3823462457791099,[8 1],1884411440000222255003344778822337733117755556666006633226655771166224488552200551122772211554466110011330044333366442700787,1
156,42.755,1.5415984169826362,0.382327275486588,[8 2],28877552233773322554477118811444400550033006611666644117766883355880000777722662211220044334426555577431,1
157,45.776,1.5318990553661633,0.38217551314641274,[8 3],3882222116633666655335577881111775555007700002244004444226677443311332288006611220088664488887522351188558541410626015,-1
158,49.006,0.5582707677158631,0.38217551314641274,[8 4],4881100001133443377117700882244772233225577555533556666226611880077776677440033005522006600221166333360445511558422812,2
159,48.659,0.554586044437916,0.382118602268847,[8 5],58811551133773311114433004477445500887700663322226666225522444400776688002277118866772208441166110544660422338833555577556,2
160,47.122,0.9150884499751109,0.47495921387107787,[8 6],688555522662222000055001122446611331144333344117777887755664477223366003388440022118833225544558811553822766,1
161,51.629,0.6109391723506761,0.395283985279053,[8 7],78822224444117700442233331100005511663366665577775588885500113322664477225555335522111188115733006688446677440032007711280,2
162,50.101,1.1479018225142723,0.14969457829039723,[8 8],822333322111166000066334455444488555577007711226677331100227766884411553388336666443300887722001188004422203058140656261864647,-1
163,38.652,0.6926124724527462,0.38025951360169974,[0 0],066111166222244665522554411004433227733557700887788883377663311884400772211226688556666771146477742030,2
164,38.341,1.5023793086288884,0.33751944454983496,[0 1],100551144448888113300335533885544663322662222007766771177882288002244336600447755774455666655211,1
165,43.649,0.7614772322351305,0.5010054255036612,[0 2],20033338811112255118888777733555577001166886622445544664433660044227711772266663377884488553344441066521,1
166,39.63,0.9013894100161152,0.38221345373145654,[0 3],3005533115511114455442200663322666644117755884488887722777788660022336655773344771188110088555560776408082,2
167,41.256,1.5371811257872563,0.38206169139128127,[0 4],4002233226633446622555566553300881188448855771177772211003366774411668877558888333388220000627733547767822247028,1
168,40.652,1.2606110900273044,0.48395113252646355,[0 5],500775577221122331133330022774455661166336644008888448811882266778855551100001111553344446433558800625522483,1
169,39.084,1.2564174152519283,0.37483400994043325,[0 6],60055334433555522226644007766777744221133117711882288881100448866112244778844446700225511115544585,2
170,44.134,0.6182124136824748,0.3810942064726638,[0 7],7005555667766554400337744334422332222661111228811888877331166884466000088006633662211551107778855220588630,2
171,49.863,0.5837392778117254,0.3823652160716318,[0 8],888114433006633226611118822334422004477117766885577775555440077002288445588005500335533886644446677822212456600151,2
172,49.267,1.5377541241986112,0.3822893349015442,[1 0],011444422002266662211770033337777665555335544558833888844887711660077223366443300557788008822224322775566331133486611118816885066704,1
173,48.862,1.0206366181284807,0.4415335584474713,[1 1],12200004444660055225566661100336677223344775588338888771177885544553333228844222211551166550088662244113272682800755,1
174,46.779,0.6004071113596422,0.3820237508062374,[1 2],211442200440000666644776677773311882288883366553355557700558811332244110011554488445522556688774440771277226600838,2
175,43.871,0.8840079009377325,0.5143794817316083,[1 3],322221166224444665533554400006611880088558833337777887755004455226644882255663311771122770033881146772200528,1
176,46.128,0.6061508310674071,0.554577531585537,[1 4],411225522005500777744226644666611770066330088884433885544773333115588227755776677223322445566221133440033678161004021118,1
177,44.941,1.4860294333040962,0.54587016731798,[1 5],51100775500003311447744225533337722224433660088885588666644118877663344005522113322002288112275416175783568211848055,-1
178,50.193,0.55679433370825,0.549493493189665,[1 6],611006622334400330022115522556644335577447766887788882200553311775544886600112244226677000044111133663322866511422277307,1
179,43.353,0.5607119326873139,0.5533444625716128,[1 7],71122005577880066552222666688775533003333881133441144445544007722888822332244225511883366446600447166702,1
180,40.848,0.5611183703101655,0.5556967788443298,[1 8],8112255880033444400553388551144336666002222662277117777668833554477007733111133332288886655556088710,1
181,38.721,0.5561209096621323,0.5566073528853815,[2 0],022770011116611444477448866772288880066663388555544333355225511337733007711556622332244221044022,1
182,38.348,0.5569598710660261,0.5579921842394809,[2 1],12277337700330011331144440088775544888855225588666644661166226600004433553322880055007788222200224388106,1
183,52.041,1.5495965817730204,0.55778351102174,[2 2],2330000553344225544333311446622661111556688880088777711770077886600110044772277337744884444112244558833557765016133685523255828138,-1
184,45.881,0.5553390569521246,0.5584664415525288,[2 3],322441111440000330077445533551166226677665577880088885566334422555588338877113311004433777700664477381188448441766610501,1
185,39.225,0.5758318699300767,0.5639488560913609,[2 4],422551144115555772277778811884488007733335500006666336611665522331133886688883377660055334433208,1
186,46.307,1.5497842631562568,0.5639488560913609,[2 5],522441100448888111166447722660000338855773366775533334400115566227788220066335555007744330022331122114456113322876,2
187,38.992,0.5524117813807388,0.5639678263838829,[2 6],6223366447733114444551111556677552211883388778888003300002200440088663355337777001177666655554466106,1
188,43.133,1.549922462975647,0.5639488560913609,[2 7],72288773388337711112211443344446611004400006688550055556666558822335544117700776633220022667600333311881133645,2
189,40.234,1.5484026781119127,0.563721212581098,[2 8],8220011003311663388883366112277885500777755554477446644332255117733002266558844223355660044553344441133767,2
190,45.898,1.5450801371580363,0.5632279849755283,[3 0],0331100664466114400442211222266771155225555773388887788556666008844337755881133444477776622441111886800116742770077228,2
191,47.62,0.5566740587373635,0.5638540046287513,[3 1],133661122664422446622001100007733557755008855888877774488225522333344004411881166663300665533883377886600332145667766884,1
192,47.817,1.5500925711684477,0.5637591531661418,[3 2],233006622110011661144660088884444335555225588775577773344772266881111771155333377002200774411800044851133866677854,2
193,46.336,0.5584115621496237,0.5640437075539705,[3 3],311880011220000777788552255775588223344116633666644446622114400554477332222667766886611770088771155003355551100638888411,1
194,45.249,0.5529272414135478,0.5640057669689267,[3 4],4336611664400113355550044776600225522227777111188668888770088448800774411003377332211445544220055333381775577824,1
195,49.705,0.5524984282049133,0.5640247372614485,[3 5],5334444666644777755668844888822772266551122111177000011002233220033113366116633887788667744005588555544330047333066008805752,1
196,41.111,1.5501230308703964,0.5640057669689267,[3 6],6330066440088443377662222777711112211880044885555115577886655661133558822001166883322446600003344441100528,2
197,35.129,0.5544491232082888,0.5640057669689267,[3 7],7330066001166110088663322772211557755225588887744884455443311112288226644776655114411368,1
198,51.981,1.5507235191029656,0.5640057669689267,[3 8],888222233002277886600667733776644884400114411113355556622115577004455225544228800881100774477117774666633665442000322433311812,2
199,46.655,0.5539531288029939,0.5640247372614485,[4 0],0006622115533887788446611335511005522667722443377008855441122332288111144776666442255557711803300734482756500158,1
200,43.889,0.5527709843337105,0.5640247372614485,[4 1],1445555222277772200770044008811888833335533116622666655115500334433880066776688228877448866442244447711221111730,1
201,53.145,0.5564034394527317,0.5640057669689267,[4 2],2441100220011115533554488227733007777888855116633666655774455880088117700338877668866118833331133771122660066225558432280400,1
202,45.203,0.5533165018437681,0.5639867966764047,[4 3],344113322770000117722226666331100446655668822555588887755778800338855221166223366112244551144005500660071808333744484742,1
203,53.963,0.5521140720786448,0.5639867966764047,[4 4],4773311774400008833887711113366880055006644226622225555885566332277224433004455441188110033775533551155266611660077002144648,1
204,43.928,0.5518574024904559,0.5639867966764047,[4 5],544222288886655882266660055004411001111333388335577773377117744662200334444881122776677880533221145661166418,1
205,43.654,1.550709278288446,0.5639867966764047,[4 6],66655440000115533330022112233775577114477662277883388558888442200661166005555225500445512443355603342887777026,2
206,54.186,0.5546530216072436,0.5639867966764047,[4 7],7441188887733006666336600110033881177885511225522664422775544553322335577667711661155558866880022007722443344884311104088321,1
207,41.984,1.549889441523766,0.5639867966764047,[4 8],8882244222211880044666600111155227777007733883366553355441133005577668811443311006611220022555566774477526,2
208,40.647,0.5517071941528002,0.5639867966764047,[5 0],0001111225522666600558866888822333311336677337777442244440044551100664433448844118877117722116077846,1
